@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' i fell back in love with thurssay  fell in love with saves the day it looks like i am going backwards on my music going back to music i listened to when i was younger.   THE HEADLINES FIRST SHOW !  !  !  more info later  please go you will be sure to witness a great entertaining show !  for the headline !  ! ' , happy
' LiveJournal Haiku !        Your name:    buttonbox      Your haiku:    being friendly if i haven \' t spoken to them in a storm i loved      Username:                Created by  Grahame ' , happy
' I just want to say  \' Congrats !  \'  to mt friend Veronika Lee. She just landed the lead female role of  \'  Karina \'  in the independant film  \' My Friend Friedrich \' . In it she \' s playing a character who \' s obsessed with Nietzche philosophy.   Karma works. Veronika \' s proof. ' , happy
' Just updating to tell you that I switched to xanga( http://www.xanga.com/home.aspx?us er=shannyfanny ) a while ago. I \' m sorry, LJ. You \' ve been really good to me. =D. I just needed a change.   &lt;3 Shann ' , happy
' Look at my costume =DD    My pathetic attempt at looking intimidating...    ..I give up :P    Purdyness, aint it?    Pantaloooones xD    Got these shoes on Friday, aint they amazing?   There you have it. Gotta run to see Lexie and company, ta ta !  Comment if you want to marry my costume.  &lt;3 Shann ' , happy
' You \' re a fan of Black Adder...  To reschedule an appointment I had to call: Jane Harrington... Yes..  The   Jane Harrington...  Jane  \' Bury me in a Y shaped coffin \'  Harrington... ... .. Yeah..it was kinda like that... ' , happy
' Hey people !  !  Check this link out. It is so cool. It has a dope quiz.  http://www.crush007.com/love.cgi?id=111 1544808kay ' , happy
' To quote Absath of Ctrl-Alt-Del:   Dear Nature,  Just fucking stop. I mean it. Snow is fun for a little while, like in the middle of winter when you look outside and it \' s snowing and you say  \' ooo !  look !  snow !  it must be winter !  \' .  But it \' s almost April now. Stop fucking around. Don \' t make me punch you, nature. I \' ll do it too. You \' re being a god damned jerk. ' , happy
' Hello my lovelies !  How are you on this fine day? I \' m great !  I just got the cutest kitty in the world !  !  He \' s orange and really small... like a little orange fluffball. I named him Robbie. omg he is SO adorable. I never had a pet before so this is really cool. He \' s uber friendly and super cuddly. Aw I love him. ' , happy
' Merry Christmas/Happy Holidays everyone !  !  !  !  !  !  !  !  !  !  !  !  !  !   Hope you have an awesome week away from school ! ' , happy
' Aww, Jeremy came over tonight, I wasn \' t home though. He told my brother to tell me to call him when I got home, so I did. And, ahh.. he makes me so happy. ' , happy
' Oh my god. I finally got to meet Jerermy \' s family. I love his family. MUCH better then mine. His mom is so sweet. Aww.. I love his house. I had so much fun last night, you don \' t even know. We are going to try to hang out again on Saturday.. and I can \' t wait.. because I miss him already. But.. school time. Bye ' , happy
' today I realized that I am a very interesting, unique fifteen year old.  and that I look damn cute sometimes.  today was a nice day. ' , happy
' Just returned from Vermont...the most beautiful place I have seen so far in my life. After 28 years of visits, each time I find more things to love...if I ever figure out how to paste photos here, I \' ll share ! ' , happy
' Welcome to Pchuu Icons !  This livejournal is merely to showcase the icons I \' ve made. Since I am poor (and lazy) this journal may never be  \' beautiful. \'  I figure you \' re here to see the icons, NOT the journal. So, enjoy ! ' , happy
' I don \' t mean to brag or anything but I have the sweetest valentine in the world and her name is Lauren Woods !  !  !  !   I love you Lauren !  !  !  ! ' , happy
' Well to sum it all up:  - I went to the job fair,  - I reconnected with Carol, so that \' ll help me get a job in the near future,  - Tami and Sarah has already received a job if she turns in the app,  - My tests went well,  - I am doing pretty well right now,  - I wrote the letter to get out of the new dorms for next year, just have to go turn it in.  Late. ' , happy
' Amy and I are staying together for the cats !  Really though, there is so much work to be done, but for now i \' m just happy that my heart gets to stay in the same apartment as me. I was so scared she was going to leave with it.  and ' , happy
' Heh my mate starr is such a wonderful kitty. She drew me this beautiful pastel today. Gods I \' m so damn lucky !    http://www.deviantart.com/deviation/412 6686/   Check out her other stuff up there too !  It \' s all great in my opinion, though she doesn \' t agree-chuckles- ' , happy
' I have the hardest time thinging up of subject titles......oh well !   I \' m about to go to agusta with Paul and Ju Ju and my brother.  yeah.....not much to write about I guess.  I love Justin !  ! ' , happy
' The boss is back earlier than expected, My shoulders have tightened painfully,  My throat is dry, I can feel my BP rising, This is all so weird, its almost automatic and he \' s only been in 7 minutes !   However, thanks to the       witchmaiden   , nothing is going to ruin my mood today !  Nothing !  ! ' , happy
' Well, I couldn \' t contain myself any longer.. ok, so it is only a few days since Christmas, but hey a girls gotta do what a girls gotta do.. my last spend of 2003.... I went out and bought the sound track to Love Actually... such a great film.. very bad language, but sweet none the less... so I am just giving my room a bit of a tidy and listening to the cd.. then down to make some dinner soon... ' , happy
' I still have a lump on my head.... luckily I don \' t bruise very easily, and not a single person asked me about it today.  I \' m sure it will turn yellow very soon !   Hopefully it will be done being lumpy soon.  Tomorrow is friday.   \' Nuff said.  Can \' t wait for the weekend !   Winterfest is going to be HUGE, and having monday off is excellent !   Time to get my lesson plans done. ' , happy
' Today they gave out the ribbons for the Turkey Trot !   I got my nice shiny red second place ribbon.  My time was 15 minutes 58 seconds.  That \' s horrible !   One of my students ran it in 10 !  !   I think next year I may actually try to train for this thing.... I don \' t think I could possibly do any worse.  14 days of school left until Christmas break !  !   (And one of those days is a field trip ! ) ' , happy
' Here are some new pictures of the babies !   They STILL haven \' t opened their eyes up, but should any day now !   This one is a bit blurry, but it \' s cute....      Here \' s three of the babies sleeping with their mommy.  (Well, one of the mommys...)       This was just funny.... The moms like to run around while the babies are still sucking... heehee ! ' , happy
' I got my certificate in the mail today !   I am officially official !   YAY ME !  !     Now I am just waiting on my earth and space praxis scores to see if I need to get another certification added on.      Off to corps for the weekend...  only 4 parades this year !   Then a whole sunday off !  ! ' , happy
' I couldn \' t take a decent picture of my necklace.. it \' s beautiful. It \' s the proper one not one of the cheap knock-offs you can get for a tenner... here \' s a picture from www.tolkientown.com where it was from.     Yes it IS that gorgeous...  And this is the One Ring... worth $8.99 and they sent it free :)   http://www.tolkientown.com/TolkienS hop/Collectibles/TTOneRing.htm ' , happy
' Apparently there is a concerted effort from some of my old co-workers at XcelleNet to get me back in the door again.  It feels nice to be wanted....  now the next question?   $$$$$$$$$$$$$ ' , happy
' Our beloved Benja is coming back to town this Saturday.  If you want anything from Pamplona, email him tonight. ' , happy
' Today I feel SO MUCH better than yesterday - it is quite lovely. And my boss just advised me to leave on time again tonight so I can rest, lest I backslide which is even lovelier. So that means in 90 minutes I am free to run away !  Away !  (And pack for MA and hit the gym and go to bed early, but still tis away ! ). ' , happy
' Whoohoo had a great weekend at the charm halloween event... it rocked...  I Played a priest who happened to be a undead hunter as well... and ivonne played my companion... it was pretty cool and they actually managed to get out all of the horror cliche \' s... loved it...  Going to bed now... later ' , happy
' Bonnie Wright looked so pretty in the picture I couldn \' t help making this one.  And I managed to find a pretty intense/pissed-off Draco. XD  Now, if only someone can tell me a website with high quality POA screen shoots with lots of Draco in it..... ' , happy
' Grr.  Well. I have just gotten information on Visas and stuff and there \' s nothing but hurdles in the way to heaven...  Well, not really  difficult  hurdles, only time consuming traps that they put to assure that *I* am not a meanie.  So. The game begins !  !  !   :P  :D ' , happy
